audience_id,campaign_id,client_id,group_type,assigned_at
1736,2,2018,test,2025-03-15
1737,2,496,test,2025-03-15
1738,2,166,test,2025-03-15
1739,2,2266,test,2025-03-15
1740,2,1005,test,2025-03-15
1741,2,1135,test,2025-03-15
1742,2,455,test,2025-03-15
1743,2,2969,test,2025-03-15
1744,2,2677,test,2025-03-15
1745,2,2549,test,2025-03-15
1746,2,76,test,2025-03-15
1747,2,1067,test,2025-03-15
1748,2,280,test,2025-03-15
1749,2,2089,test,2025-03-15
1750,2,1642,test,2025-03-15
1751,2,2033,test,2025-03-15
1752,2,1462,test,2025-03-15
1753,2,1148,test,2025-03-15
1754,2,2051,test,2025-03-15
1755,2,2832,test,2025-03-15
1756,2,909,control,2025-03-15
1757,2,879,test,2025-03-15
1758,2,1760,test,2025-03-15
1759,2,1917,test,2025-03-15
1760,2,70,test,2025-03-15
1761,2,41,test,2025-03-15
1762,2,126,test,2025-03-15
1763,2,2912,test,2025-03-15
1764,2,2215,test,2025-03-15
1765,2,650,test,2025-03-15
1766,2,1914,test,2025-03-15
1767,2,585,test,2025-03-15
1768,2,47,test,2025-03-15
1769,2,1473,test,2025-03-15
1770,2,199,test,2025-03-15
1771,2,2042,test,2025-03-15
1772,2,2732,test,2025-03-15
1773,2,673,test,2025-03-15
1774,2,2338,test,2025-03-15
1775,2,2816,control,2025-03-15
1776,2,1887,test,2025-03-15
1777,2,163,test,2025-03-15
1778,2,1940,test,2025-03-15
1779,2,1207,test,2025-03-15
1780,2,1486,test,2025-03-15
1781,2,976,control,2025-03-15
1782,2,500,test,2025-03-15
1783,2,276,test,2025-03-15
1784,2,141,test,2025-03-15
1785,2,2673,test,2025-03-15
1786,2,2718,test,2025-03-15
1787,2,84,test,2025-03-15
1788,2,128,test,2025-03-15
1789,2,906,test,2025-03-15
1790,2,155,test,2025-03-15
1791,2,1733,test,2025-03-15
1792,2,2598,test,2025-03-15
1793,2,560,test,2025-03-15
1794,2,862,test,2025-03-15
1795,2,885,test,2025-03-15
1796,2,1920,test,2025-03-15
1797,2,1140,test,2025-03-15
1798,2,2031,test,2025-03-15
1799,2,2899,test,2025-03-15
1800,2,2024,test,2025-03-15
1801,2,985,test,2025-03-15
1802,2,2902,test,2025-03-15
1803,2,159,control,2025-03-15
1804,2,1396,test,2025-03-15
1805,2,1690,test,2025-03-15
1806,2,230,test,2025-03-15
1807,2,667,test,2025-03-15
1808,2,1028,test,2025-03-15
1809,2,2967,test,2025-03-15
1810,2,922,test,2025-03-15
1811,2,2000,control,2025-03-15
1812,2,2689,test,2025-03-15
1813,2,2843,test,2025-03-15
1814,2,1156,test,2025-03-15
1815,2,2763,test,2025-03-15
1816,2,169,test,2025-03-15
1817,2,2147,test,2025-03-15
1818,2,2443,test,2025-03-15
1819,2,2302,test,2025-03-15
1820,2,796,test,2025-03-15
1821,2,201,test,2025-03-15
1822,2,2856,test,2025-03-15
1823,2,2571,test,2025-03-15
1824,2,2575,control,2025-03-15
1825,2,892,test,2025-03-15
1826,2,1793,test,2025-03-15
1827,2,2905,control,2025-03-15
1828,2,1756,control,2025-03-15
1829,2,20,test,2025-03-15
1830,2,1692,test,2025-03-15
1831,2,2439,test,2025-03-15
1832,2,1504,control,2025-03-15
1833,2,1495,test,2025-03-15
1834,2,1864,test,2025-03-15
1835,2,2885,test,2025-03-15
1836,2,559,test,2025-03-15
1837,2,1008,test,2025-03-15
1838,2,855,test,2025-03-15
1839,2,902,test,2025-03-15
1840,2,1542,test,2025-03-15
1841,2,2253,test,2025-03-15
1842,2,1155,test,2025-03-15
1843,2,2917,test,2025-03-15
1844,2,1249,test,2025-03-15
1845,2,2284,test,2025-03-15
1846,2,2559,test,2025-03-15
1847,2,1901,test,2025-03-15
1848,2,1508,test,2025-03-15
1849,2,1384,control,2025-03-15
1850,2,737,test,2025-03-15
1851,2,385,test,2025-03-15
1852,2,1424,test,2025-03-15
1853,2,43,test,2025-03-15
1854,2,2874,test,2025-03-15
1855,2,749,test,2025-03-15
1856,2,2289,control,2025-03-15
1857,3,2879,control,2025-04-05
1858,3,1739,test,2025-04-05
1859,3,2267,test,2025-04-05
1860,3,649,test,2025-04-05
1861,3,2202,test,2025-04-05
1862,3,2939,test,2025-04-05
1863,3,1092,control,2025-04-05
1864,3,802,test,2025-04-05
1865,3,2795,test,2025-04-05
1866,3,2612,test,2025-04-05
1867,3,1229,test,2025-04-05
1868,3,1959,test,2025-04-05
1869,3,1343,test,2025-04-05
1870,3,2414,test,2025-04-05
1871,3,137,control,2025-04-05
1872,3,454,test,2025-04-05
1873,3,1101,test,2025-04-05
1874,3,268,test,2025-04-05
1875,3,2629,test,2025-04-05
1876,3,185,test,2025-04-05
1877,3,1011,test,2025-04-05
1878,3,2218,test,2025-04-05
1879,3,2440,test,2025-04-05
1880,3,1161,test,2025-04-05
1881,3,2527,test,2025-04-05
1882,3,853,test,2025-04-05
1883,3,1977,test,2025-04-05
1884,3,2528,test,2025-04-05
1885,3,1675,test,2025-04-05
1886,3,1662,test,2025-04-05
1887,3,1915,test,2025-04-05
1888,3,2304,test,2025-04-05
1889,3,2952,test,2025-04-05
1890,3,2611,test,2025-04-05
1891,3,2643,test,2025-04-05
1892,3,90,test,2025-04-05
1893,3,889,test,2025-04-05
1894,3,912,test,2025-04-05
1895,3,2103,test,2025-04-05
1896,3,705,test,2025-04-05
1897,3,1615,test,2025-04-05
1898,3,601,test,2025-04-05
1899,3,625,test,2025-04-05
1900,3,1109,control,2025-04-05
1901,3,488,test,2025-04-05
1902,3,324,control,2025-04-05
1903,3,1925,test,2025-04-05
1904,3,2802,test,2025-04-05
1905,3,2134,test,2025-04-05
1906,3,2494,test,2025-04-05
1907,3,334,test,2025-04-05
1908,3,1592,control,2025-04-05
1909,3,481,test,2025-04-05
1910,3,2863,test,2025-04-05
1911,3,1647,test,2025-04-05
1912,3,2694,test,2025-04-05
1913,3,2345,test,2025-04-05
1914,3,2099,test,2025-04-05
1915,3,2069,test,2025-04-05
1916,3,211,test,2025-04-05
1917,3,2197,test,2025-04-05
1918,3,2262,test,2025-04-05
1919,3,1603,test,2025-04-05
1920,3,735,test,2025-04-05
1921,3,1946,test,2025-04-05
1922,3,1077,test,2025-04-05
1923,3,933,test,2025-04-05
1924,3,1457,test,2025-04-05
1925,3,503,control,2025-04-05
1926,3,1383,test,2025-04-05
1927,3,2909,test,2025-04-05
1928,3,332,test,2025-04-05
1929,3,300,test,2025-04-05
1930,3,2801,control,2025-04-05
1931,3,1721,test,2025-04-05
1932,3,797,test,2025-04-05
1933,3,1557,test,2025-04-05
1934,3,1536,test,2025-04-05
1935,3,808,test,2025-04-05
1936,3,795,test,2025-04-05
1937,3,468,control,2025-04-05
1938,3,120,test,2025-04-05
1939,3,116,test,2025-04-05
1940,3,2383,test,2025-04-05
1941,3,1398,test,2025-04-05
1942,3,1409,control,2025-04-05
1943,3,711,test,2025-04-05
1944,3,2596,test,2025-04-05
1945,3,259,test,2025-04-05
1946,3,329,control,2025-04-05
1947,3,536,test,2025-04-05
1948,3,1620,test,2025-04-05
1949,3,1512,test,2025-04-05
1950,3,64,test,2025-04-05
1951,3,2601,test,2025-04-05
1952,3,2271,test,2025-04-05
1953,3,2032,test,2025-04-05
1954,3,184,test,2025-04-05
1955,3,1948,control,2025-04-05
1956,3,2381,test,2025-04-05
1957,3,2073,test,2025-04-05
1958,3,1744,test,2025-04-05
1959,3,1954,test,2025-04-05
1960,3,478,test,2025-04-05
1961,3,791,control,2025-04-05
1962,3,1699,test,2025-04-05
1963,3,2490,test,2025-04-05
1964,3,927,test,2025-04-05
1965,3,2061,test,2025-04-05
1966,3,1928,test,2025-04-05
1967,3,521,test,2025-04-05
1968,3,1024,test,2025-04-05
1969,3,2591,test,2025-04-05
1970,3,882,test,2025-04-05
1971,3,2277,test,2025-04-05
1972,3,127,test,2025-04-05
1973,3,1567,control,2025-04-05
1974,3,2854,test,2025-04-05
1975,3,898,test,2025-04-05
1976,3,1266,test,2025-04-05
1977,3,2482,test,2025-04-05
1978,3,2728,test,2025-04-05
1979,3,561,test,2025-04-05
1980,3,136,test,2025-04-05
1981,3,966,test,2025-04-05
1982,3,2427,test,2025-04-05
1983,3,2406,test,2025-04-05
1984,3,1543,test,2025-04-05
1985,3,1716,test,2025-04-05
1986,3,2708,test,2025-04-05
1987,3,2006,test,2025-04-05
1988,3,1814,test,2025-04-05
1989,3,2627,test,2025-04-05
1990,3,2742,test,2025-04-05
1991,3,2934,test,2025-04-05
1992,3,459,test,2025-04-05
1993,3,1151,test,2025-04-05
1994,3,443,test,2025-04-05
1995,3,498,test,2025-04-05
1996,3,1440,test,2025-04-05
1997,3,1493,control,2025-04-05
1998,3,2773,test,2025-04-05
1999,3,1342,test,2025-04-05
2000,3,83,test,2025-04-05
2001,3,1143,test,2025-04-05
2002,3,2416,test,2025-04-05
2003,3,1075,test,2025-04-05
2004,3,978,test,2025-04-05
2005,3,2027,test,2025-04-05
2006,3,1931,test,2025-04-05
2007,3,686,test,2025-04-05
2008,3,1679,test,2025-04-05
2009,3,1654,test,2025-04-05
2010,3,1798,test,2025-04-05
2011,3,699,test,2025-04-05
2012,3,212,test,2025-04-05
2013,3,2046,test,2025-04-05
2014,3,2441,test,2025-04-05
2015,3,1802,test,2025-04-05
2016,3,2268,test,2025-04-05
2017,3,369,test,2025-04-05
2018,3,1227,test,2025-04-05
2019,3,2037,control,2025-04-05
2020,3,2155,test,2025-04-05
2021,3,1577,test,2025-04-05
2022,3,2043,test,2025-04-05
2023,3,750,test,2025-04-05
2024,3,2751,test,2025-04-05
2025,3,2285,test,2025-04-05
2026,3,960,test,2025-04-05
2027,3,522,test,2025-04-05
2028,3,694,test,2025-04-05
2029,3,1846,test,2025-04-05
2030,3,1188,test,2025-04-05
2031,3,1195,test,2025-04-05
2032,3,900,test,2025-04-05
2033,3,2355,test,2025-04-05
2034,3,471,control,2025-04-05
2035,3,1125,test,2025-04-05
2036,3,2566,test,2025-04-05
2037,3,1268,test,2025-04-05
2038,3,730,test,2025-04-05
2039,3,2979,test,2025-04-05
2040,3,2026,test,2025-04-05
2041,3,1233,test,2025-04-05
2042,3,2082,test,2025-04-05
2043,3,205,test,2025-04-05
2044,3,277,test,2025-04-05
2045,3,2054,control,2025-04-05
2046,3,121,test,2025-04-05
2047,3,1371,test,2025-04-05
2048,3,156,test,2025-04-05
2049,3,787,test,2025-04-05
2050,3,770,test,2025-04-05
2051,3,1176,test,2025-04-05
2052,3,1964,control,2025-04-05
2053,3,1307,test,2025-04-05
2054,3,147,test,2025-04-05
2055,3,597,test,2025-04-05
2056,3,1353,test,2025-04-05
2057,3,1238,test,2025-04-05
2058,3,1580,test,2025-04-05
2059,3,1399,test,2025-04-05
2060,3,2561,test,2025-04-05
2061,3,2731,test,2025-04-05
2062,3,995,test,2025-04-05
2063,3,104,test,2025-04-05
2064,3,2543,test,2025-04-05
2065,3,1809,test,2025-04-05
2066,3,52,test,2025-04-05
2067,3,2270,test,2025-04-05
2068,3,2269,test,2025-04-05
2069,3,2953,test,2025-04-05
2070,3,1938,test,2025-04-05
2071,3,738,test,2025-04-05
2072,3,2570,test,2025-04-05
2073,3,2861,test,2025-04-05
2074,3,17,test,2025-04-05
2075,3,2153,test,2025-04-05
2076,3,1838,test,2025-04-05
2077,3,1702,test,2025-04-05
2078,3,351,control,2025-04-05
2079,3,299,test,2025-04-05
2080,3,108,test,2025-04-05
2081,3,1715,test,2025-04-05
2082,3,2470,test,2025-04-05
2083,3,2340,test,2025-04-05
2084,3,1738,test,2025-04-05
2085,3,2390,test,2025-04-05
2086,3,1247,test,2025-04-05
2087,3,958,test,2025-04-05
2088,3,88,test,2025-04-05
2089,3,2344,test,2025-04-05
2090,3,1056,test,2025-04-05
2091,3,2307,test,2025-04-05
2092,3,2895,test,2025-04-05
2093,3,1657,test,2025-04-05
2094,3,1446,test,2025-04-05
2095,3,330,control,2025-04-05
2096,3,2322,test,2025-04-05
2097,3,1820,test,2025-04-05
2098,3,1443,test,2025-04-05
2099,3,1298,test,2025-04-05
2100,3,1696,test,2025-04-05
2101,3,2189,test,2025-04-05
2102,3,452,test,2025-04-05
2103,3,2652,test,2025-04-05
2104,3,2992,test,2025-04-05
2105,3,424,test,2025-04-05
2106,3,2798,test,2025-04-05
2107,3,1655,test,2025-04-05
2108,3,499,test,2025-04-05
2109,3,747,test,2025-04-05
2110,3,2380,test,2025-04-05
2111,3,2059,test,2025-04-05
2112,3,1303,test,2025-04-05
2113,3,2794,test,2025-04-05
2114,3,484,test,2025-04-05
2115,3,676,test,2025-04-05
2116,3,2574,test,2025-04-05
2117,3,101,test,2025-04-05
2118,3,2610,test,2025-04-05
2119,3,143,test,2025-04-05
2120,3,844,test,2025-04-05
2121,3,110,test,2025-04-05
2122,3,644,test,2025-04-05
2123,3,2395,test,2025-04-05
2124,3,314,test,2025-04-05
2125,3,2013,test,2025-04-05
2126,3,1326,test,2025-04-05
2127,3,702,control,2025-04-05
2128,3,2451,control,2025-04-05
2129,3,494,test,2025-04-05
2130,3,523,test,2025-04-05
2131,3,2739,test,2025-04-05
2132,3,1428,test,2025-04-05
2133,3,473,test,2025-04-05
2134,3,2305,test,2025-04-05
2135,3,1297,test,2025-04-05
2136,3,2922,test,2025-04-05
2137,3,1014,test,2025-04-05
2138,3,1372,test,2025-04-05
2139,3,2684,test,2025-04-05
2140,3,1922,test,2025-04-05
2141,3,1438,control,2025-04-05
2142,3,2862,test,2025-04-05
2143,3,1961,test,2025-04-05
2144,3,1333,test,2025-04-05
2145,3,2792,test,2025-04-05
2146,3,1670,test,2025-04-05
2147,3,1051,test,2025-04-05
2148,3,2887,test,2025-04-05
2149,3,19,test,2025-04-05
2150,3,497,test,2025-04-05
2151,3,2428,test,2025-04-05
2152,3,961,test,2025-04-05
2153,3,2766,test,2025-04-05
2154,3,421,test,2025-04-05
2155,3,1589,test,2025-04-05
2156,3,5,test,2025-04-05
2157,3,410,test,2025-04-05
2158,3,1779,control,2025-04-05
2159,3,1953,control,2025-04-05
2160,3,1919,test,2025-04-05
2161,3,1052,test,2025-04-05
2162,3,1863,test,2025-04-05
2163,3,389,test,2025-04-05
2164,3,1456,test,2025-04-05
2165,3,1259,test,2025-04-05
2166,3,1088,test,2025-04-05
2167,3,251,test,2025-04-05
2168,3,1241,test,2025-04-05
2169,3,354,test,2025-04-05
2170,3,665,test,2025-04-05
2171,3,1166,test,2025-04-05
2172,3,2824,test,2025-04-05
2173,3,1875,test,2025-04-05
2174,3,2623,test,2025-04-05
2175,3,2646,test,2025-04-05
2176,3,2723,control,2025-04-05
2177,3,1625,test,2025-04-05
2178,3,598,test,2025-04-05
2179,3,25,test,2025-04-05
2180,3,1350,control,2025-04-05
2181,3,397,test,2025-04-05
2182,3,150,test,2025-04-05
2183,3,174,test,2025-04-05
2184,3,1794,test,2025-04-05
2185,3,347,test,2025-04-05
2186,3,2039,test,2025-04-05
2187,3,1470,test,2025-04-05
2188,3,614,test,2025-04-05
2189,3,267,test,2025-04-05
2190,3,2621,test,2025-04-05
2191,3,2711,test,2025-04-05
2192,3,2971,test,2025-04-05
2193,3,1043,test,2025-04-05
2194,3,2111,test,2025-04-05
2195,3,894,test,2025-04-05
2196,3,2994,test,2025-04-05
2197,3,1235,test,2025-04-05
2198,3,2961,test,2025-04-05
2199,3,2935,test,2025-04-05
2200,3,1774,test,2025-04-05
2201,3,2664,test,2025-04-05
2202,3,35,test,2025-04-05
2203,3,1856,test,2025-04-05
2204,3,352,test,2025-04-05
2205,3,547,test,2025-04-05
2206,3,1183,test,2025-04-05
2207,3,36,control,2025-04-05
2208,3,1849,test,2025-04-05
2209,3,2891,test,2025-04-05
2210,3,2630,test,2025-04-05
2211,3,1851,test,2025-04-05
2212,3,1664,test,2025-04-05
2213,3,2590,test,2025-04-05
2214,3,2146,test,2025-04-05
2215,3,2758,test,2025-04-05
2216,3,321,test,2025-04-05
2217,3,537,test,2025-04-05
2218,3,899,control,2025-04-05
2219,3,539,test,2025-04-05
2220,3,117,test,2025-04-05
2221,3,709,control,2025-04-05
2222,3,2068,test,2025-04-05
2223,3,1707,test,2025-04-05
2224,3,847,test,2025-04-05
2225,3,2697,test,2025-04-05
2226,3,1219,test,2025-04-05
2227,3,2217,test,2025-04-05
2228,3,1980,test,2025-04-05
2229,3,935,test,2025-04-05
2230,3,396,control,2025-04-05
2231,3,2273,test,2025-04-05
2232,3,186,test,2025-04-05
2233,3,1023,test,2025-04-05
2234,3,668,test,2025-04-05
2235,3,2602,test,2025-04-05
2236,3,660,test,2025-04-05
2237,3,1256,test,2025-04-05
2238,3,1086,test,2025-04-05
2239,3,2827,test,2025-04-05
2240,3,2567,control,2025-04-05
2241,3,723,test,2025-04-05
2242,3,2881,test,2025-04-05
2243,3,2120,test,2025-04-05
2244,3,816,test,2025-04-05
2245,3,1899,test,2025-04-05
2246,3,2555,test,2025-04-05
2247,3,2789,test,2025-04-05
2248,3,2256,control,2025-04-05
2249,3,574,test,2025-04-05
2250,3,1283,control,2025-04-05
2251,3,2670,test,2025-04-05
2252,3,2557,control,2025-04-05
2253,3,374,test,2025-04-05
2254,3,2599,test,2025-04-05
2255,3,1347,test,2025-04-05
2256,3,2036,test,2025-04-05
2257,3,1829,test,2025-04-05
2258,3,2474,test,2025-04-05
2259,3,2044,test,2025-04-05
2260,3,1141,test,2025-04-05
2261,3,2521,test,2025-04-05
2262,3,790,control,2025-04-05
2263,3,109,test,2025-04-05
2264,3,817,test,2025-04-05
2265,3,2512,test,2025-04-05
2266,3,2635,test,2025-04-05
2267,3,1819,test,2025-04-05
2268,3,1939,test,2025-04-05
2269,3,2501,test,2025-04-05
2270,3,1911,control,2025-04-05
2271,3,395,test,2025-04-05
2272,3,250,test,2025-04-05
2273,3,1763,test,2025-04-05
2274,3,2093,test,2025-04-05
2275,3,1852,test,2025-04-05
2276,3,1525,test,2025-04-05
2277,3,2195,test,2025-04-05
2278,3,1453,test,2025-04-05
2279,3,953,test,2025-04-05
2280,3,2090,test,2025-04-05
2281,3,1718,control,2025-04-05
2282,3,872,test,2025-04-05
2283,3,1265,test,2025-04-05
2284,3,1393,test,2025-04-05
2285,3,633,test,2025-04-05
2286,3,528,test,2025-04-05
2287,3,1464,test,2025-04-05
2288,3,11,test,2025-04-05
2289,3,2563,test,2025-04-05
2290,3,931,test,2025-04-05
2291,3,2021,test,2025-04-05
2292,3,2151,test,2025-04-05
2293,3,2341,test,2025-04-05
2294,3,1360,test,2025-04-05
2295,3,2544,test,2025-04-05
2296,3,225,test,2025-04-05
2297,3,666,test,2025-04-05
2298,3,1871,test,2025-04-05
2299,3,1444,test,2025-04-05
2300,3,2811,test,2025-04-05
2301,3,172,test,2025-04-05
2302,3,1561,test,2025-04-05
2303,3,774,test,2025-04-05
2304,3,2053,test,2025-04-05
2305,3,2152,test,2025-04-05
2306,3,413,test,2025-04-05
2307,3,1115,test,2025-04-05
2308,3,780,test,2025-04-05
2309,3,2926,test,2025-04-05
2310,3,996,test,2025-04-05
2311,3,1027,test,2025-04-05
2312,3,2214,test,2025-04-05
2313,3,1952,test,2025-04-05
2314,3,298,test,2025-04-05
2315,3,2329,test,2025-04-05
2316,3,2149,control,2025-04-05
2317,3,1943,test,2025-04-05
2318,3,2740,control,2025-04-05
2319,3,1226,test,2025-04-05
2320,3,1708,control,2025-04-05
2321,3,631,test,2025-04-05
2322,3,1098,test,2025-04-05
2323,3,1636,test,2025-04-05
2324,3,1490,test,2025-04-05
2325,3,434,control,2025-04-05
2326,3,994,test,2025-04-05
2327,3,1048,test,2025-04-05
2328,3,357,test,2025-04-05
2329,3,77,test,2025-04-05
2330,3,2185,test,2025-04-05
2331,3,223,test,2025-04-05
2332,3,1203,test,2025-04-05
2333,3,1792,test,2025-04-05
2334,3,1117,test,2025-04-05
2335,3,2908,test,2025-04-05
2336,3,1489,control,2025-04-05
2337,3,2016,test,2025-04-05
2338,3,94,test,2025-04-05
2339,3,2434,test,2025-04-05
2340,3,363,test,2025-04-05
2341,3,1053,test,2025-04-05
2342,3,1782,test,2025-04-05
2343,3,2626,test,2025-04-05
2344,3,1799,test,2025-04-05
2345,3,871,test,2025-04-05
2346,3,1828,test,2025-04-05
2347,3,1552,control,2025-04-05
2348,3,2281,test,2025-04-05
2349,3,1173,control,2025-04-05
2350,3,95,test,2025-04-05
2351,3,2286,test,2025-04-05
2352,3,1471,test,2025-04-05
2353,3,2083,test,2025-04-05
2354,3,429,test,2025-04-05
2355,3,2814,test,2025-04-05
2356,3,1997,test,2025-04-05
2357,3,255,test,2025-04-05
2358,3,2172,control,2025-04-05
2359,3,409,test,2025-04-05
2360,3,1370,test,2025-04-05
2361,3,2817,test,2025-04-05
2362,3,968,test,2025-04-05
2363,3,664,test,2025-04-05
2364,3,2117,test,2025-04-05
2365,3,2200,test,2025-04-05
2366,3,39,test,2025-04-05
2367,3,2348,test,2025-04-05
2368,3,2113,test,2025-04-05
2369,3,1877,test,2025-04-05
2370,3,493,test,2025-04-05
2371,3,1430,control,2025-04-05
2372,3,2209,test,2025-04-05
2373,3,2382,test,2025-04-05
2374,3,415,test,2025-04-05
2375,3,180,test,2025-04-05
2376,3,217,test,2025-04-05
2377,3,2785,test,2025-04-05
2378,3,195,test,2025-04-05
2379,3,2692,test,2025-04-05
2380,3,482,test,2025-04-05
2381,3,1714,test,2025-04-05
2382,3,565,test,2025-04-05
2383,3,73,test,2025-04-05
2384,3,881,control,2025-04-05
2385,3,1926,test,2025-04-05
2386,3,2619,test,2025-04-05
2387,3,1169,test,2025-04-05
2388,3,2770,test,2025-04-05
2389,3,2169,test,2025-04-05
2390,3,2790,test,2025-04-05
2391,3,2810,test,2025-04-05
2392,3,62,test,2025-04-05
2393,3,1418,test,2025-04-05
2394,3,2813,test,2025-04-05
2395,3,123,test,2025-04-05
2396,3,1637,test,2025-04-05
2397,3,1129,test,2025-04-05
2398,3,608,test,2025-04-05
2399,3,1164,control,2025-04-05
2400,3,1643,test,2025-04-05
2401,3,113,test,2025-04-05
2402,3,609,control,2025-04-05
2403,3,2954,test,2025-04-05
2404,3,208,test,2025-04-05
2405,3,333,test,2025-04-05
2406,3,777,test,2025-04-05
2407,3,2654,test,2025-04-05
2408,3,1545,test,2025-04-05
2409,3,1258,test,2025-04-05
2410,3,1912,test,2025-04-05
2411,3,1518,test,2025-04-05
2412,3,2888,control,2025-04-05
2413,3,701,test,2025-04-05
2414,3,131,test,2025-04-05
2415,3,2620,test,2025-04-05
2416,3,2272,test,2025-04-05
2417,3,2522,test,2025-04-05
2418,3,2231,test,2025-04-05
2419,3,2296,test,2025-04-05
2420,3,440,test,2025-04-05
2421,3,2787,test,2025-04-05
2422,3,1423,test,2025-04-05
2423,3,1351,test,2025-04-05
2424,3,477,test,2025-04-05
2425,3,2871,test,2025-04-05
2426,3,606,test,2025-04-05
2427,3,1181,test,2025-04-05
2428,3,2636,test,2025-04-05
2429,3,1222,test,2025-04-05
2430,3,1046,test,2025-04-05
2431,3,1191,test,2025-04-05
2432,3,1085,test,2025-04-05
2433,3,2160,test,2025-04-05
2434,3,1746,test,2025-04-05
2435,3,349,test,2025-04-05
2436,3,1047,test,2025-04-05
2437,3,2003,test,2025-04-05
2438,3,923,test,2025-04-05
2439,3,472,test,2025-04-05
2440,3,2510,test,2025-04-05
2441,3,2276,test,2025-04-05
2442,3,1264,test,2025-04-05
2443,3,2303,test,2025-04-05
2444,3,2098,test,2025-04-05
2445,3,1142,test,2025-04-05
2446,3,1563,test,2025-04-05
2447,3,1500,test,2025-04-05
2448,3,467,test,2025-04-05
2449,3,2870,test,2025-04-05
2450,3,2020,test,2025-04-05
2451,3,2569,test,2025-04-05
2452,3,367,test,2025-04-05
2453,3,524,test,2025-04-05
2454,3,1796,control,2025-04-05
2455,3,1713,control,2025-04-05
2456,3,2465,control,2025-04-05
2457,3,176,test,2025-04-05
2458,3,1564,control,2025-04-05
2459,3,1269,control,2025-04-05
2460,3,1884,test,2025-04-05
2461,3,2058,test,2025-04-05
2462,3,1783,test,2025-04-05
2463,3,2375,control,2025-04-05
2464,3,1666,test,2025-04-05
2465,3,1808,test,2025-04-05
2466,3,2260,test,2025-04-05
2467,3,1144,test,2025-04-05
2468,3,2508,test,2025-04-05
2469,3,1781,test,2025-04-05
2470,3,146,test,2025-04-05
2471,3,2330,test,2025-04-05
2472,3,60,test,2025-04-05
2473,3,1057,test,2025-04-05
2474,3,79,test,2025-04-05
2475,3,778,test,2025-04-05
2476,3,2642,test,2025-04-05
2477,3,1596,test,2025-04-05
2478,3,979,test,2025-04-05
2479,3,1450,test,2025-04-05
2480,3,93,test,2025-04-05
2481,3,1963,test,2025-04-05
2482,3,1598,test,2025-04-05
2483,3,331,test,2025-04-05
2484,3,2747,test,2025-04-05
2485,3,2767,test,2025-04-05
2486,3,1314,test,2025-04-05
2487,3,200,test,2025-04-05
2488,3,2128,test,2025-04-05
2489,3,2298,test,2025-04-05
2490,3,48,test,2025-04-05
2491,3,387,test,2025-04-05
2492,3,2088,test,2025-04-05
2493,3,1325,test,2025-04-05
2494,3,1412,test,2025-04-05
2495,3,96,test,2025-04-05
2496,3,132,test,2025-04-05
2497,3,2483,test,2025-04-05
2498,3,401,test,2025-04-05
2499,3,1558,test,2025-04-05
2500,3,2131,test,2025-04-05
2501,3,377,test,2025-04-05
2502,3,2957,test,2025-04-05
2503,3,125,test,2025-04-05
2504,3,1762,test,2025-04-05
2505,3,950,control,2025-04-05
2506,3,2401,test,2025-04-05
2507,3,2840,test,2025-04-05
2508,3,2608,test,2025-04-05
2509,3,1729,test,2025-04-05
2510,3,244,test,2025-04-05
2511,3,1122,test,2025-04-05
2512,3,1013,test,2025-04-05
2513,3,59,test,2025-04-05
2514,3,2545,test,2025-04-05
2515,3,1502,test,2025-04-05
2516,3,1933,test,2025-04-05
2517,3,316,control,2025-04-05
2518,3,1897,test,2025-04-05
2519,3,1081,test,2025-04-05
2520,3,2750,test,2025-04-05
2521,3,2399,test,2025-04-05
2522,3,1263,test,2025-04-05
2523,3,58,test,2025-04-05
2524,3,1623,test,2025-04-05
2525,3,1146,test,2025-04-05
2526,3,504,test,2025-04-05
2527,3,1084,test,2025-04-05
2528,3,2607,test,2025-04-05
2529,3,2665,test,2025-04-05
2530,3,2223,test,2025-04-05
2531,3,2325,test,2025-04-05
2532,3,544,test,2025-04-05
2533,3,2633,test,2025-04-05
2534,3,393,test,2025-04-05
2535,3,1551,test,2025-04-05
2536,3,718,test,2025-04-05
2537,3,1546,test,2025-04-05
2538,3,1494,test,2025-04-05
2539,3,2418,test,2025-04-05
2540,3,983,test,2025-04-05
2541,3,1201,test,2025-04-05
2542,3,2168,test,2025-04-05
2543,3,689,test,2025-04-05
2544,3,1685,test,2025-04-05
2545,3,2778,test,2025-04-05
2546,3,806,test,2025-04-05
2547,3,21,test,2025-04-05
2548,3,578,test,2025-04-05
2549,3,1645,control,2025-04-05
2550,3,2216,test,2025-04-05
2551,3,2748,test,2025-04-05
2552,3,2990,test,2025-04-05
2553,3,2734,test,2025-04-05
2554,3,2493,test,2025-04-05
2555,3,2489,test,2025-04-05
2556,3,2968,control,2025-04-05
2557,3,2129,test,2025-04-05
2558,3,2959,control,2025-04-05
2559,3,2317,test,2025-04-05
2560,3,2458,test,2025-04-05
2561,3,2520,test,2025-04-05
2562,3,204,test,2025-04-05
2563,3,1467,test,2025-04-05
2564,3,220,test,2025-04-05
2565,3,2662,test,2025-04-05
2566,3,1845,test,2025-04-05
2567,3,670,test,2025-04-05
2568,3,761,test,2025-04-05
2569,3,278,test,2025-04-05
2570,3,2293,test,2025-04-05
2571,3,227,test,2025-04-05
2572,3,379,test,2025-04-05
2573,3,688,test,2025-04-05
