client_id,gender,age,city,segment,registration_date,is_active,last_activity_at
1513,M,31,Санкт-Петербург,premium,2022-01-27,True,2025-02-13
1514,F,39,Москва,premium,2023-01-09,True,2025-03-26
1515,F,48,Екатеринбург,salary,2022-02-01,True,2025-04-26
1516,F,52,Казань,salary,2021-07-16,True,2025-02-09
1517,M,38,Сочи,salary,2023-08-01,True,2025-02-05
1518,M,48,Казань,mass,2021-01-03,True,2025-02-09
1519,F,25,Санкт-Петербург,young,2024-02-24,True,2025-03-12
1520,M,48,Санкт-Петербург,salary,2022-06-14,True,2025-02-25
1521,F,49,Сочи,salary,2023-10-01,True,2025-01-26
1522,M,19,Екатеринбург,mass,2020-07-22,True,2024-12-08
1523,F,27,Екатеринбург,mass,2022-11-14,True,2025-02-26
1524,F,19,Москва,mass,2022-08-14,True,2025-04-23
1525,F,22,Екатеринбург,young,2024-04-25,True,2024-12-12
1526,F,41,Екатеринбург,salary,2020-03-09,True,2025-01-21
1527,F,24,Москва,young,2021-05-30,True,2024-11-25
1528,F,49,Санкт-Петербург,mass,2024-02-24,True,2025-04-01
1529,M,33,Москва,mass,2020-08-27,True,2024-12-02
1530,F,33,Москва,inactive,2020-12-26,False,2024-09-20
1531,F,63,Москва,salary,2024-01-04,True,2024-11-27
1532,M,53,Москва,premium,2022-11-20,True,2025-03-04
1533,M,48,Казань,mass,2024-07-10,True,2025-04-22
1534,F,60,Москва,mass,2021-12-07,True,2025-02-02
1535,F,25,Москва,young,2024-06-13,True,2024-12-29
1536,F,22,Новосибирск,young,2021-11-20,True,2025-01-22
1537,F,25,Казань,young,2021-10-18,True,2025-02-01
1538,M,38,Казань,mass,2024-10-03,True,2025-04-06
1539,F,21,Санкт-Петербург,salary,2023-09-07,True,2025-02-14
1540,F,55,Екатеринбург,premium,2020-12-09,True,2025-04-15
1541,M,25,Москва,young,2024-10-04,True,2024-11-15
1542,F,64,Новосибирск,salary,2021-06-19,True,2025-02-23
1543,M,29,Москва,mass,2020-12-20,True,2025-04-09
1544,F,26,Казань,young,2024-02-03,True,2024-11-20
1545,M,34,Санкт-Петербург,mass,2022-07-16,True,2025-04-23
1546,F,50,Екатеринбург,mass,2022-09-09,True,2025-03-18
1547,M,19,Казань,young,2020-04-14,True,2024-11-18
1548,M,45,Санкт-Петербург,salary,2024-12-15,True,2024-12-06
1549,F,49,Москва,salary,2023-09-07,True,2025-02-16
1550,M,30,Казань,premium,2024-05-14,True,2025-04-05
1551,M,64,Сочи,mass,2022-08-19,True,2024-12-12
1552,M,20,Новосибирск,young,2021-06-10,True,2024-12-13
1553,M,59,Москва,salary,2021-05-18,True,2025-04-23
1554,M,24,Санкт-Петербург,mass,2023-01-13,True,2025-01-30
1555,F,19,Сочи,salary,2022-07-19,False,2025-02-14
1556,F,59,Санкт-Петербург,inactive,2021-12-09,False,2024-06-27
1557,M,41,Екатеринбург,mass,2020-08-22,True,2025-02-14
1558,F,21,Сочи,mass,2023-07-10,True,2024-11-28
1559,M,61,Новосибирск,salary,2022-10-26,True,2025-04-03
1560,M,36,Санкт-Петербург,salary,2021-05-08,True,2024-12-03
1561,F,43,Санкт-Петербург,mass,2023-08-05,True,2025-02-18
1562,F,28,Санкт-Петербург,salary,2024-05-12,True,2025-02-03
1563,M,57,Екатеринбург,mass,2024-08-07,True,2025-01-16
1564,F,60,Москва,mass,2022-05-27,True,2024-12-06
1565,M,18,Москва,young,2024-04-26,False,2025-03-25
1566,F,47,Санкт-Петербург,premium,2023-10-05,True,2025-01-27
1567,M,20,Москва,mass,2023-05-08,True,2025-03-24
1568,F,29,Екатеринбург,salary,2024-09-05,False,2024-12-10
1569,M,21,Казань,young,2022-08-24,True,2025-03-09
1570,F,22,Санкт-Петербург,young,2022-08-23,True,2024-11-23
1571,M,44,Санкт-Петербург,salary,2022-08-21,True,2025-01-12
1572,F,19,Сочи,inactive,2022-06-15,True,2024-08-28
1573,M,33,Москва,salary,2023-09-20,True,2024-11-09
1574,M,19,Екатеринбург,salary,2024-06-18,True,2025-03-11
1575,F,47,Сочи,salary,2020-08-04,True,2024-11-21
1576,F,37,Санкт-Петербург,inactive,2021-09-14,False,2024-07-28
1577,F,55,Казань,mass,2020-12-18,True,2025-03-26
1578,M,18,Сочи,young,2021-11-22,True,2025-02-13
1579,M,42,Москва,salary,2021-11-05,True,2025-03-02
1580,F,49,Санкт-Петербург,mass,2021-09-22,True,2025-01-11
1581,F,27,Санкт-Петербург,mass,2020-11-20,False,2025-01-08
1582,F,25,Москва,young,2022-06-19,False,2024-11-06
1583,M,57,Новосибирск,salary,2023-06-05,True,2025-04-23
1584,F,50,Новосибирск,salary,2023-03-14,True,2025-04-13
1585,M,30,Новосибирск,salary,2020-11-03,False,2025-01-01
1586,F,19,Москва,young,2021-10-15,True,2025-01-17
1587,M,59,Москва,mass,2024-07-15,False,2024-11-27
1588,F,64,Казань,mass,2020-10-11,True,2025-02-11
1589,F,54,Москва,mass,2021-01-26,True,2025-04-06
1590,M,33,Екатеринбург,inactive,2024-10-27,False,2024-08-23
1591,M,18,Санкт-Петербург,young,2020-12-25,True,2025-03-23
1592,M,19,Екатеринбург,young,2022-02-07,True,2025-04-07
1593,F,37,Казань,mass,2022-03-07,True,2025-01-23
1594,F,60,Санкт-Петербург,salary,2022-07-20,True,2025-01-04
1595,M,44,Москва,inactive,2020-06-13,False,2024-09-25
1596,M,58,Москва,mass,2022-01-02,True,2025-02-20
1597,F,33,Санкт-Петербург,mass,2021-08-03,True,2024-12-02
1598,F,51,Казань,mass,2022-03-31,True,2025-02-02
1599,F,49,Екатеринбург,inactive,2023-06-01,False,2024-11-04
1600,M,43,Екатеринбург,mass,2020-05-03,True,2024-12-03
1601,F,42,Сочи,mass,2020-12-09,False,2025-02-27
1602,F,22,Москва,young,2021-06-07,False,2025-03-05
1603,F,29,Москва,mass,2022-12-11,True,2024-11-27
1604,F,57,Санкт-Петербург,salary,2020-05-08,True,2025-01-10
1605,F,26,Екатеринбург,inactive,2023-03-04,False,2024-08-23
1606,F,29,Санкт-Петербург,inactive,2021-10-18,False,2024-12-27
1607,F,26,Новосибирск,young,2023-02-24,True,2025-01-16
1608,M,37,Казань,premium,2022-01-07,False,2025-04-28
1609,F,27,Сочи,mass,2022-07-27,True,2024-12-24
1610,F,49,Сочи,inactive,2020-03-11,False,2024-06-19
1611,M,51,Москва,mass,2020-09-29,True,2025-03-30
1612,M,26,Санкт-Петербург,young,2023-04-25,True,2025-04-05
1613,F,37,Казань,inactive,2022-10-23,True,2024-09-03
1614,F,45,Москва,premium,2023-08-01,True,2025-02-20
1615,F,19,Санкт-Петербург,young,2020-01-22,True,2025-02-27
1616,M,19,Екатеринбург,young,2020-06-14,False,2025-04-07
1617,M,53,Москва,salary,2023-08-26,True,2025-02-19
1618,M,54,Казань,premium,2022-05-24,True,2025-01-17
1619,M,44,Екатеринбург,salary,2024-02-09,True,2024-12-21
1620,M,19,Москва,mass,2021-05-12,True,2025-04-20
1621,F,48,Санкт-Петербург,salary,2021-03-09,True,2025-03-05
1622,F,31,Москва,mass,2022-01-27,True,2025-01-27
1623,M,20,Екатеринбург,young,2020-08-21,True,2024-12-14
1624,M,46,Москва,inactive,2022-04-16,False,2024-11-12
1625,F,32,Новосибирск,mass,2024-08-20,True,2025-01-14
1626,M,29,Санкт-Петербург,mass,2021-10-24,True,2025-03-04
1627,F,54,Москва,mass,2021-12-25,False,2025-01-05
1628,F,45,Санкт-Петербург,inactive,2021-01-10,False,2024-12-16
1629,F,37,Санкт-Петербург,mass,2021-12-30,True,2025-01-13
1630,F,58,Санкт-Петербург,premium,2023-06-23,True,2025-04-10
1631,M,41,Казань,inactive,2020-10-29,False,2024-07-12
1632,F,38,Санкт-Петербург,mass,2021-02-08,True,2025-03-13
1633,M,27,Москва,inactive,2024-12-16,True,2024-09-06
1634,M,63,Москва,inactive,2024-08-13,False,2024-06-15
1635,M,31,Екатеринбург,inactive,2021-12-08,False,2025-01-05
1636,F,54,Казань,mass,2022-07-05,True,2025-03-20
1637,F,35,Санкт-Петербург,mass,2020-01-21,True,2025-01-17
1638,F,24,Новосибирск,young,2020-09-13,True,2024-11-09
1639,M,31,Санкт-Петербург,mass,2021-02-02,True,2025-04-28
1640,M,54,Новосибирск,premium,2024-04-01,True,2024-12-12
1641,F,29,Москва,salary,2020-02-20,True,2024-11-17
1642,M,39,Москва,salary,2021-03-22,True,2024-11-10
1643,F,23,Сочи,mass,2023-07-17,True,2024-11-30
1644,M,53,Санкт-Петербург,mass,2022-04-06,True,2025-02-24
1645,F,62,Новосибирск,mass,2021-08-17,True,2025-03-08
1646,M,53,Москва,mass,2022-03-28,False,2025-01-26
1647,F,39,Казань,mass,2021-09-27,True,2024-11-16
1648,M,28,Новосибирск,premium,2023-07-09,True,2025-02-26
1649,M,33,Москва,premium,2023-10-20,True,2025-02-16
1650,M,53,Новосибирск,mass,2022-12-08,True,2024-12-23
1651,F,42,Казань,mass,2024-03-21,True,2025-01-02
1652,F,49,Казань,salary,2024-07-10,True,2025-02-05
1653,F,50,Санкт-Петербург,mass,2023-02-15,True,2025-03-01
1654,F,62,Новосибирск,mass,2024-01-16,True,2024-11-09
1655,F,53,Москва,mass,2022-02-13,True,2025-01-10
1656,M,37,Москва,mass,2022-08-30,True,2024-11-24
1657,M,20,Новосибирск,young,2024-07-22,True,2024-11-20
1658,F,55,Екатеринбург,salary,2021-01-31,True,2024-12-27
1659,F,20,Москва,inactive,2021-11-13,False,2024-07-27
1660,F,40,Санкт-Петербург,salary,2022-11-16,True,2025-02-14
1661,M,49,Санкт-Петербург,inactive,2021-12-11,False,2024-08-20
1662,F,62,Санкт-Петербург,mass,2023-10-27,True,2024-11-26
1663,M,33,Москва,mass,2023-01-25,False,2025-04-24
1664,F,22,Екатеринбург,mass,2021-06-12,True,2025-03-09
1665,M,21,Москва,salary,2021-11-15,True,2024-12-18
1666,M,38,Новосибирск,mass,2021-09-04,True,2025-02-08
1667,F,57,Новосибирск,salary,2020-07-04,True,2025-01-19
1668,M,38,Санкт-Петербург,premium,2021-11-26,False,2024-12-02
1669,F,56,Москва,mass,2020-08-02,True,2025-01-22
1670,M,18,Москва,young,2023-06-28,True,2025-03-31
1671,F,31,Санкт-Петербург,salary,2020-08-03,True,2025-03-01
1672,M,23,Екатеринбург,inactive,2020-01-29,True,2024-07-04
1673,M,29,Санкт-Петербург,mass,2020-04-11,True,2025-04-02
1674,M,33,Казань,salary,2020-05-02,True,2025-01-16
1675,M,34,Санкт-Петербург,mass,2020-02-23,True,2025-03-24
1676,F,62,Москва,salary,2023-07-30,True,2024-12-20
1677,F,40,Москва,salary,2024-06-25,True,2025-04-10
1678,F,31,Москва,mass,2023-02-14,False,2024-11-27
1679,F,47,Москва,premium,2021-09-07,True,2024-12-03
1680,M,63,Санкт-Петербург,inactive,2021-07-10,True,2024-11-18
1681,F,49,Новосибирск,mass,2020-04-23,False,2025-04-03
1682,M,32,Новосибирск,inactive,2022-05-04,True,2024-11-01
1683,M,61,Москва,inactive,2024-04-15,True,2024-12-01
1684,M,23,Москва,young,2021-11-06,True,2025-03-03
1685,F,58,Москва,mass,2022-09-03,True,2025-01-03
1686,M,64,Санкт-Петербург,salary,2021-12-01,True,2025-02-14
1687,M,61,Санкт-Петербург,salary,2023-08-09,True,2025-01-26
1688,F,48,Санкт-Петербург,premium,2023-05-03,True,2025-02-05
1689,M,22,Москва,mass,2020-10-18,True,2025-01-10
1690,M,62,Москва,salary,2020-09-17,True,2025-02-07
1691,F,44,Москва,mass,2023-05-15,True,2025-04-26
1692,F,40,Москва,salary,2021-07-17,True,2025-02-18
1693,F,20,Екатеринбург,young,2020-02-18,False,2024-11-27
1694,F,31,Москва,salary,2022-10-26,True,2025-02-14
1695,F,48,Санкт-Петербург,premium,2021-01-13,True,2025-04-01
1696,F,18,Казань,young,2023-11-18,True,2025-03-24
1697,F,50,Новосибирск,salary,2020-08-11,True,2025-03-13
1698,F,48,Новосибирск,mass,2022-11-12,True,2025-02-13
1699,M,21,Екатеринбург,young,2022-10-04,True,2024-12-27
1700,F,34,Москва,mass,2021-10-18,True,2024-11-18
1701,M,45,Казань,salary,2020-04-19,True,2025-01-13
1702,F,36,Новосибирск,mass,2021-12-24,True,2025-02-03
1703,F,63,Москва,mass,2021-07-06,True,2025-04-17
1704,F,40,Казань,mass,2023-11-23,True,2025-03-12
1705,F,49,Новосибирск,salary,2023-04-10,True,2025-04-09
1706,F,57,Санкт-Петербург,mass,2022-10-02,True,2024-11-30
1707,M,30,Москва,mass,2021-11-28,True,2024-11-09
1708,F,18,Москва,young,2021-12-26,True,2024-12-02
1709,M,52,Санкт-Петербург,mass,2020-11-01,True,2025-04-22
1710,M,18,Москва,young,2024-05-06,True,2025-02-18
1711,F,26,Екатеринбург,mass,2024-05-24,True,2025-01-09
1712,F,19,Екатеринбург,young,2024-09-27,True,2025-02-14
1713,M,23,Москва,mass,2022-08-16,True,2025-03-31
1714,F,45,Новосибирск,premium,2022-08-11,True,2025-01-09
1715,F,48,Санкт-Петербург,mass,2023-03-20,True,2024-11-04
1716,M,25,Москва,young,2023-12-22,True,2024-11-14
1717,F,19,Екатеринбург,mass,2021-09-12,True,2025-02-26
1718,M,62,Новосибирск,mass,2024-01-30,True,2025-01-21
1719,M,22,Казань,mass,2021-09-21,True,2024-11-15
1720,F,19,Новосибирск,young,2022-05-26,False,2025-04-14
1721,F,48,Екатеринбург,premium,2024-06-18,True,2024-11-19
1722,F,25,Новосибирск,mass,2024-11-26,True,2025-04-01
1723,F,46,Санкт-Петербург,premium,2021-07-09,True,2025-03-09
1724,F,31,Екатеринбург,premium,2020-03-07,True,2025-02-28
1725,M,61,Сочи,inactive,2023-03-25,False,2024-11-27
1726,F,19,Екатеринбург,young,2022-04-14,True,2024-11-03
1727,F,40,Москва,premium,2020-07-24,True,2025-04-23
1728,M,28,Санкт-Петербург,mass,2022-02-24,False,2025-01-02
1729,M,25,Казань,young,2020-06-03,True,2025-01-30
1730,M,64,Москва,mass,2024-09-10,False,2025-02-01
1731,F,41,Сочи,inactive,2024-03-12,False,2024-11-13
1732,M,28,Москва,salary,2024-05-14,True,2025-03-07
1733,F,46,Москва,salary,2023-01-02,True,2024-11-08
1734,F,43,Сочи,salary,2022-12-08,True,2025-04-29
1735,F,45,Санкт-Петербург,premium,2022-02-21,False,2024-12-23
1736,M,52,Москва,inactive,2024-01-30,False,2024-09-14
1737,F,37,Казань,salary,2021-08-07,True,2025-03-26
1738,F,23,Казань,young,2021-12-08,True,2024-11-24
1739,F,56,Москва,premium,2020-06-27,True,2025-01-25
1740,F,21,Сочи,young,2022-12-07,True,2025-04-20
1741,M,64,Казань,mass,2022-12-31,False,2025-01-10
1742,M,20,Казань,young,2020-04-22,True,2024-11-29
1743,M,34,Санкт-Петербург,salary,2022-01-26,False,2025-02-13
1744,F,18,Казань,young,2022-06-15,True,2024-12-13
1745,F,46,Москва,mass,2022-03-31,True,2025-02-01
1746,F,37,Москва,mass,2020-06-07,True,2024-12-09
1747,F,20,Санкт-Петербург,young,2022-02-24,True,2025-02-19
1748,F,25,Новосибирск,mass,2024-12-08,True,2024-11-06
1749,M,46,Москва,salary,2022-11-19,True,2024-11-06
1750,F,52,Казань,premium,2023-01-25,False,2025-01-30
1751,F,50,Новосибирск,mass,2020-09-07,True,2025-04-25
1752,F,20,Москва,mass,2024-03-22,True,2025-04-17
1753,F,52,Москва,mass,2023-01-20,True,2025-01-17
1754,F,22,Москва,salary,2020-04-22,True,2024-11-19
1755,M,44,Казань,mass,2020-09-15,True,2025-02-19
1756,M,61,Москва,salary,2020-04-16,True,2025-02-17
1757,M,29,Санкт-Петербург,inactive,2021-07-28,False,2024-09-24
1758,F,37,Казань,salary,2023-11-14,False,2025-03-01
1759,F,62,Казань,mass,2022-09-17,True,2024-12-07
1760,F,37,Москва,salary,2023-10-13,True,2025-03-17
1761,F,26,Санкт-Петербург,salary,2024-12-11,True,2025-01-17
1762,M,40,Екатеринбург,premium,2023-05-07,True,2025-01-13
1763,F,54,Сочи,premium,2021-03-02,True,2025-03-02
1764,F,36,Новосибирск,salary,2024-02-10,True,2025-01-01
1765,F,55,Казань,salary,2022-05-08,True,2025-03-20
1766,F,44,Санкт-Петербург,salary,2024-03-06,True,2024-11-11
1767,M,26,Санкт-Петербург,young,2024-08-08,True,2025-01-23
1768,F,60,Москва,mass,2022-07-06,True,2025-03-08
1769,F,30,Москва,salary,2024-05-15,True,2024-11-16
1770,F,30,Екатеринбург,mass,2023-02-17,True,2024-12-20
1771,F,22,Москва,young,2024-05-15,True,2025-01-10
1772,M,23,Москва,young,2023-08-25,True,2024-12-10
1773,M,64,Сочи,inactive,2024-04-10,False,2024-05-23
1774,M,62,Москва,mass,2021-09-18,True,2025-04-16
1775,M,39,Москва,salary,2021-04-19,True,2025-03-06
1776,F,60,Москва,salary,2021-07-05,True,2025-01-20
1777,M,22,Казань,young,2020-12-09,True,2025-04-07
1778,F,25,Казань,inactive,2021-09-19,True,2025-01-03
1779,F,25,Санкт-Петербург,mass,2020-05-15,True,2024-11-24
1780,M,59,Санкт-Петербург,mass,2020-10-03,True,2024-12-30
1781,F,43,Новосибирск,mass,2024-04-05,True,2024-11-21
1782,M,65,Новосибирск,mass,2020-01-31,True,2025-02-04
1783,F,43,Сочи,mass,2020-09-03,True,2024-12-09
1784,M,40,Новосибирск,mass,2021-02-14,False,2024-12-10
1785,M,60,Казань,salary,2020-01-27,True,2025-02-09
1786,M,30,Москва,mass,2020-03-13,True,2025-01-20
1787,M,46,Москва,premium,2023-01-25,True,2024-12-12
1788,M,26,Москва,salary,2021-11-03,True,2025-04-08
1789,F,37,Екатеринбург,salary,2023-10-01,True,2024-12-12
1790,F,36,Новосибирск,mass,2021-04-20,False,2025-03-27
1791,F,18,Санкт-Петербург,young,2023-08-16,False,2025-03-14
1792,M,18,Москва,young,2023-08-15,True,2025-02-09
1793,F,29,Санкт-Петербург,salary,2020-10-13,True,2025-03-15
1794,M,32,Сочи,mass,2024-01-12,True,2025-01-25
1795,F,48,Казань,mass,2020-07-30,True,2025-01-20
1796,F,28,Новосибирск,premium,2023-01-04,True,2024-11-12
1797,M,21,Новосибирск,young,2021-02-04,False,2025-04-26
1798,F,20,Сочи,young,2021-10-16,True,2025-02-23
1799,F,59,Екатеринбург,mass,2022-11-23,True,2025-04-18
1800,F,44,Екатеринбург,inactive,2021-05-12,True,2024-07-14
1801,M,28,Москва,inactive,2022-04-27,False,2024-06-09
1802,M,25,Москва,young,2024-03-19,True,2025-04-24
1803,F,51,Санкт-Петербург,mass,2023-09-13,False,2025-02-25
1804,F,60,Москва,mass,2020-04-07,True,2024-12-21
1805,F,36,Сочи,mass,2020-12-31,True,2025-02-07
1806,M,23,Москва,salary,2024-10-18,True,2025-01-02
1807,M,63,Новосибирск,salary,2021-04-07,True,2025-03-10
1808,F,24,Санкт-Петербург,young,2020-01-28,True,2025-01-23
1809,F,46,Санкт-Петербург,premium,2021-12-13,True,2025-02-17
1810,F,45,Сочи,inactive,2023-11-10,True,2024-11-06
1811,M,18,Санкт-Петербург,salary,2020-09-29,False,2025-01-22
1812,M,52,Санкт-Петербург,salary,2022-04-05,True,2024-12-24
1813,F,24,Москва,young,2023-02-24,True,2024-12-03
1814,F,25,Екатеринбург,mass,2020-07-20,True,2025-04-17
1815,F,64,Москва,salary,2024-03-24,False,2025-04-10
1816,M,24,Казань,inactive,2023-08-03,False,2024-10-28
1817,F,25,Казань,young,2021-03-25,True,2025-03-15
1818,M,56,Екатеринбург,mass,2023-01-16,True,2025-01-05
1819,M,24,Екатеринбург,young,2023-09-03,True,2025-02-18
1820,F,28,Санкт-Петербург,premium,2020-01-19,True,2025-01-02
1821,F,19,Санкт-Петербург,young,2024-06-04,True,2024-11-04
1822,F,21,Новосибирск,young,2023-02-04,True,2025-04-15
1823,M,55,Москва,salary,2024-01-21,True,2025-01-16
1824,M,44,Санкт-Петербург,premium,2020-11-06,True,2025-02-08
1825,M,29,Санкт-Петербург,salary,2021-02-15,False,2025-01-18
1826,F,60,Новосибирск,salary,2022-01-11,True,2025-01-31
1827,F,54,Санкт-Петербург,inactive,2021-09-15,True,2024-05-25
1828,M,63,Санкт-Петербург,mass,2022-01-01,True,2024-11-18
1829,M,23,Екатеринбург,young,2021-09-26,True,2025-03-14
1830,F,20,Казань,young,2021-05-12,False,2025-03-04
1831,M,30,Москва,inactive,2020-08-31,True,2024-08-05
1832,M,20,Санкт-Петербург,young,2021-11-20,True,2025-04-02
1833,M,21,Екатеринбург,mass,2021-07-30,True,2025-02-06
1834,M,28,Сочи,mass,2023-11-04,True,2025-04-11
1835,M,49,Казань,salary,2021-05-29,True,2025-03-29
1836,M,24,Санкт-Петербург,mass,2020-07-25,True,2025-02-18
1837,F,63,Москва,mass,2022-08-05,True,2025-01-24
1838,F,28,Новосибирск,mass,2021-01-28,True,2024-11-05
1839,M,48,Новосибирск,premium,2022-11-10,False,2025-02-15
1840,F,58,Москва,inactive,2024-03-30,False,2024-10-24
1841,F,23,Москва,young,2023-09-28,True,2025-02-06
1842,F,49,Екатеринбург,premium,2021-12-18,True,2025-02-07
1843,F,40,Москва,mass,2020-07-20,True,2024-12-19
1844,M,45,Москва,salary,2020-04-29,True,2024-11-05
1845,M,60,Москва,mass,2024-07-30,True,2025-01-13
1846,F,18,Москва,young,2021-01-23,True,2025-02-28
1847,F,43,Санкт-Петербург,salary,2024-04-09,True,2025-04-20
1848,F,18,Екатеринбург,young,2020-08-21,False,2024-11-14
1849,M,46,Санкт-Петербург,mass,2024-07-14,True,2024-11-24
1850,M,36,Санкт-Петербург,salary,2021-08-24,True,2025-04-30
1851,F,50,Москва,mass,2023-09-05,True,2024-12-09
1852,M,53,Санкт-Петербург,mass,2021-12-12,True,2024-12-24
1853,M,31,Москва,mass,2022-09-08,True,2024-12-21
1854,M,22,Санкт-Петербург,young,2023-04-18,False,2025-03-16
1855,M,18,Екатеринбург,young,2022-05-06,True,2025-03-11
1856,F,47,Москва,mass,2023-10-23,True,2025-03-16
1857,M,25,Москва,young,2020-03-16,False,2025-01-23
1858,F,34,Москва,mass,2021-10-10,True,2025-03-13
1859,M,20,Санкт-Петербург,inactive,2021-10-11,False,2024-11-20
1860,M,33,Новосибирск,salary,2021-05-10,True,2025-03-21
1861,M,19,Москва,young,2024-03-25,False,2025-02-20
1862,M,47,Сочи,mass,2023-05-09,False,2025-03-06
1863,F,46,Москва,mass,2022-04-09,True,2025-03-30
1864,F,62,Новосибирск,salary,2023-10-01,True,2024-11-27
1865,M,32,Санкт-Петербург,mass,2021-04-27,True,2025-01-08
1866,M,63,Казань,salary,2023-05-27,True,2025-03-19
1867,F,42,Санкт-Петербург,salary,2022-12-19,True,2025-01-08
1868,F,55,Санкт-Петербург,inactive,2022-09-17,False,2024-09-23
1869,F,23,Новосибирск,young,2024-08-09,True,2025-03-19
1870,M,22,Екатеринбург,young,2021-09-10,True,2025-01-26
1871,M,21,Санкт-Петербург,young,2021-07-03,True,2025-02-18
1872,F,40,Москва,inactive,2021-10-07,False,2024-08-03
1873,F,42,Москва,mass,2023-05-29,False,2025-04-18
1874,M,59,Новосибирск,salary,2021-05-16,True,2024-11-26
1875,M,18,Санкт-Петербург,young,2023-03-02,True,2024-12-28
1876,F,20,Санкт-Петербург,young,2022-04-25,True,2025-02-12
1877,M,34,Екатеринбург,mass,2020-02-22,True,2024-12-08
1878,F,35,Новосибирск,mass,2021-03-25,True,2025-02-08
1879,F,58,Казань,mass,2020-03-02,True,2024-12-16
1880,M,27,Екатеринбург,inactive,2022-11-12,False,2024-07-22
1881,M,27,Екатеринбург,mass,2020-02-13,True,2024-11-06
1882,M,24,Санкт-Петербург,inactive,2022-03-30,False,2025-01-14
1883,M,65,Москва,inactive,2024-04-30,True,2024-09-28
1884,M,42,Новосибирск,premium,2021-10-20,True,2025-03-13
1885,F,44,Санкт-Петербург,mass,2021-12-28,True,2025-03-08
1886,F,50,Сочи,mass,2022-05-01,True,2024-12-21
1887,F,18,Москва,salary,2020-02-16,True,2025-01-24
1888,F,61,Москва,salary,2022-03-30,True,2024-12-06
1889,M,21,Сочи,young,2022-11-13,True,2025-03-26
1890,M,21,Казань,mass,2024-08-07,True,2024-12-21
1891,F,34,Санкт-Петербург,salary,2020-03-29,True,2025-03-26
1892,F,21,Екатеринбург,mass,2023-04-12,True,2024-11-04
1893,M,60,Екатеринбург,inactive,2024-05-18,True,2024-07-05
1894,F,43,Санкт-Петербург,mass,2023-02-16,True,2024-11-10
1895,M,21,Москва,inactive,2022-01-04,False,2025-01-25
1896,M,18,Новосибирск,mass,2024-08-18,False,2025-04-20
1897,M,24,Новосибирск,mass,2020-06-26,True,2024-11-14
1898,F,47,Москва,salary,2022-10-15,True,2025-03-07
1899,F,26,Новосибирск,mass,2023-09-27,True,2025-02-11
1900,M,59,Новосибирск,premium,2024-05-10,False,2025-04-18
1901,M,25,Казань,salary,2022-12-18,True,2025-03-09
1902,F,41,Казань,mass,2022-06-19,True,2025-02-26
1903,M,31,Санкт-Петербург,premium,2021-03-13,True,2025-01-06
1904,F,59,Москва,premium,2023-12-22,True,2025-03-05
1905,M,19,Екатеринбург,young,2021-03-01,True,2025-01-26
1906,F,44,Новосибирск,mass,2022-08-25,True,2025-04-11
1907,M,49,Казань,mass,2023-11-05,True,2025-04-28
1908,F,31,Санкт-Петербург,inactive,2021-04-30,True,2024-10-10
1909,F,19,Москва,young,2024-10-21,True,2024-12-26
1910,F,45,Москва,inactive,2023-04-23,True,2024-11-09
1911,F,46,Санкт-Петербург,mass,2024-05-01,True,2025-04-20
1912,M,19,Москва,young,2021-04-04,True,2024-12-25
1913,M,31,Казань,premium,2022-07-09,True,2025-04-02
1914,F,64,Санкт-Петербург,salary,2023-01-30,True,2025-01-28
1915,F,18,Екатеринбург,young,2024-04-28,True,2025-03-03
1916,M,28,Москва,premium,2022-11-04,True,2025-01-22
1917,M,54,Казань,salary,2022-01-17,True,2025-02-20
1918,M,34,Санкт-Петербург,salary,2020-02-20,True,2025-02-10
1919,F,19,Москва,young,2020-11-04,True,2024-12-11
1920,F,65,Москва,salary,2022-11-23,True,2025-01-11
1921,M,63,Москва,salary,2024-07-17,True,2025-03-19
1922,F,43,Новосибирск,mass,2022-10-01,True,2025-01-14
1923,M,65,Москва,salary,2024-05-31,True,2025-01-20
1924,F,56,Екатеринбург,inactive,2021-09-26,False,2024-10-22
1925,M,58,Сочи,mass,2020-07-23,True,2025-01-31
1926,F,21,Новосибирск,mass,2022-01-09,True,2025-01-13
1927,M,47,Москва,inactive,2022-12-29,False,2024-10-31
1928,F,47,Сочи,mass,2023-06-07,True,2025-01-12
1929,M,39,Москва,mass,2024-02-12,True,2025-04-25
1930,F,23,Санкт-Петербург,young,2021-06-16,False,2024-11-23
1931,M,19,Новосибирск,mass,2020-04-17,True,2025-02-02
1932,M,61,Казань,mass,2022-05-25,True,2025-01-27
1933,M,20,Санкт-Петербург,young,2023-06-18,True,2025-04-16
1934,M,22,Москва,young,2020-09-07,False,2025-01-17
1935,M,18,Санкт-Петербург,young,2020-05-14,True,2024-12-31
1936,M,35,Санкт-Петербург,inactive,2023-01-18,False,2024-10-22
1937,F,25,Москва,young,2024-06-02,True,2025-03-01
1938,M,21,Сочи,young,2024-01-03,True,2025-04-02
1939,F,26,Сочи,young,2021-11-19,True,2024-12-13
1940,F,43,Новосибирск,salary,2023-08-14,True,2025-02-24
1941,F,40,Санкт-Петербург,mass,2021-02-10,False,2025-03-17
1942,F,21,Екатеринбург,young,2023-08-24,True,2025-03-20
1943,M,62,Сочи,mass,2020-04-11,True,2025-03-18
1944,M,23,Новосибирск,salary,2023-10-16,True,2025-02-11
